Character,Command,Hit level,Damage,Start up frame,Block frame,Hit frame,Counter hit frame,Notes,Notation
Lucky Chloe,ub3,"m (TJ), ",7,15~16 js9~,-15~-14,-4~-3,-4~-3,,u/b+3
Lucky Chloe,uf4,m,13,15~16 js9~,-13~-12,Launch,Launch,,u/f+4
Lucky Chloe,uf3+4,m (TJ),15,27~29 js11~,-5~-3,-8~-6s,-8~-6s,,u/f+3+4
Lucky Chloe,uf3+43,"m (TJ), l (TWISTL)","15,17",27~29 11~,-11,7s,7s,,"u/f+3+4,3"
Lucky Chloe,uf3+43+4,"m (TJ), m (TJ)","15,15",js11~,-3~-1,4~6s,KND,,"u/f+3+4,3+4"
Lucky Chloe,uf3+43+44,"m (TJ), m (TJ), m","15,15,20",js18~,-16~-14s,KND,KND,,"u/f+3+4,3+4,4"
Lucky Chloe,ff3,m,25,18(19~),-6,KND,KND,,"f,f+3"
Lucky Chloe,wr3,m (TJ),27,22~25 (25~) js3~,6~9,KND,KND,,"f,f,f+3"
Lucky Chloe,fff3,m (TJ),27,22~25 (25~) js3~,6~9,KND,KND,,"f,f,f+3"
Lucky Chloe,ws1,m,10,14~15,-5~-4,6~7,6~7,,WS 1
Lucky Chloe,ws14,"m, m","10,10",14~15,-16,Launch,Launch,,"WS 1,4"
Lucky Chloe,ws3,m (TC),25,15~16 cs1~,-12~-11,KND,KND,,WS 3
Lucky Chloe,ws4,m,15,11,-3,8,8,,WS 4
Lucky Chloe,fcdf1,l (TC),15,18~19 cs1~,-14~-13,4~5s,KND,,FC d/f+1
Lucky Chloe,fcdf2,m (TC),15,21~22 cs1~20,-7~-6,15~16kg,15~16kg,"Homing, Tail Spin",FC d/f+2
Lucky Chloe,fcdf4,m,24,17~18,-17~-16,CS,CS,,FC d/f+4
Lucky Chloe,ss4,l,17,21~22b (30~) cs6~,-9~-8 (11b),2~3,KND,,SS 4
Lucky Chloe,1+2+3,(Special),21~22 (30~) 6~,1+2+3,,,,,1+2+3
Lucky Chloe,1+2+4,(Special),21~22 (30~) 6~,1+2+4,,,,,1+2+4
Lucky Chloe,db3,l (TWISTL),17,15,-11,7s,7s,,d/b+3
Lucky Chloe,db3afterstanceends,l (TWISTL),17,15,-32,-13s,-13s,,d/b+3 after stance ends
Lucky Chloe,db3b,l (TWISTL),17,15b,-25,-6s,-6s,,"d/b+3,b"
Lucky Chloe,db3~4,"l, l","17,12",15,-13,0,0,,d/b+3~4
Lucky Chloe,twistl1,h,12,10,1,8,8,,TWISTL 1
Lucky Chloe,twistl2,m,15,27,-4,7,7,,TWISTL 2
Lucky Chloe,twistl3,m,20,34~40,4~10,KND,KND,,TWISTL 3
Lucky Chloe,twistl4,m(SCT),21,26,-18,-7,-7,,TWISTL 4
Lucky Chloe,twistldb4,l (TC),15,24s,-16,3s,3s,,TWISTL d/b+4
Lucky Chloe,twistldb4j,l (TWISTR),19,28,-13,4s,4s,,TWISTL d/b+4j
Lucky Chloe,twistldb3j,l (TWISTL),17,20,-11,7s,7s,,TWISTL d/b+3j
Lucky Chloe,ff4,m (SCT),21,23(24~),-1,3,12,,"f,f+4"
Lucky Chloe,sct4,m (TJ),15,26(27~),-4~-3,KND,KND,,SCT 4
Lucky Chloe,sct44,"m (TJ), m (TJ)","15,25",js15~,4~5,KND,KND,,"SCT 4,4"
Lucky Chloe,sct3+4,m (TJ),20,js23~,-3~1,4~8s,KND,,SCT 3+4
Lucky Chloe,sct3+44,"m (TJ), m","15,20",js18~,-16~-14s,KND,KND,,"SCT 3+4,4"
Lucky Chloe,sctdb4,l (TC),13,s cs4~,-16,-5,-2,,SCT d/b+4
Lucky Chloe,bt3,m,20,15~16,-44~-43 (~20a),-23~-22a,-23~-22a,,BT 3
Lucky Chloe,bt33+4,"m, m","20,25",js1~,-6~-4,KND(KND),KND,,"BT 3,3+4"
Lucky Chloe,bt4,m (TJ),30,23~25 js6~,-10~-8s,KND,KND,,BT 4
Lucky Chloe,btdb4,l (TC),18,19s cs4~,-16,-5,-2,,BT d/b+4
Lucky Chloe,btd4,l (TC),18,19s cs4~,-16,-5,-2,,BT d+4
Lucky Chloe,btdf4,l (TC),18,19s cs4~,-16,-5,-2,,BT d/f+4
Lucky Chloe,btd44,"l (TC), m (SCT)","18,15",19 4~,-1,3,12,,"BT d+4,4"
Lucky Chloe,btd3+4,l,20,23s cs4~,-18,KND,KND,,BT d+3+4
Lucky Chloe,bt3+4,m (TJ),20,28~32 js15~,-3~1,4~8s,KND,,BT 3+4
Lucky Chloe,bt3+44,"m, m","20,20",js17~,-16~-14s,KND,KND,,"BT 3+4,4"
Lucky Chloe,btf3+4,(Special),b ar1~,bt f+3+4,,,,,BT f+3+4
Lucky Chloe,btf3+43+4,"(Special), m, m (Special)","17,20","24,37~ar1~",-45,CS,CS,,"BT f+3+4,3+4"
Lucky Chloe,btf3+43+43+4,"(Special), m, m (Special), m","17,20,30",ar1~,-8~-4,KND,KND,,"BT f+3+4,3+4,3+4"
Lucky Chloe,f1,h,7,10,1,8,8,,f+1
Lucky Chloe,d1,Sm (TC),5,10s cs4~,-5,6,6,,d+1
Lucky Chloe,d3,l (TC),12,16s cs4~,-17,-3,-3,,d+3
Lucky Chloe,d4,l (TC),7,13s,-13,-2,-2,,d+4
Lucky Chloe,db2,Sm (TC),8,11s cs4~,-4,7,7,,d/b+2
Lucky Chloe,ub1,m (TJ),12,18 js9~,-8,3,3,,u/b+1
Lucky Chloe,u1,m (TJ),12,18 js9~,-8,3,3,,u+1
Lucky Chloe,uf1,m (TJ),12,18 js9~,-8,3,3,,u/f+1
Lucky Chloe,ub2,h,17,15~16,-12~-11,9~10g,9~10g,,u/b+2
Lucky Chloe,u2,h,17,15~16,-12~-11,9~10g,9~10g,,u+2
Lucky Chloe,uf2,h,17,15~16,-12~-11,9~10g,9~10g,,u/f+2
Lucky Chloe,u4,m,15,15~16 js9~,-13~-12,KND,Launch,,u+4
Lucky Chloe,fcdb1,Sm (TC),5,10s cs1~,-5,6,6,,FC d/b+1
Lucky Chloe,fcd1,Sm (TC),5,10s cs1~,-5,6,6,,FC d+1
Lucky Chloe,fcdb2,Sm (TC),10,11s cs1~,-4,7,7,,FC d/b+2
Lucky Chloe,fcd2,Sm (TC),10,11s cs1~,-4,7,7,,FC d+2
Lucky Chloe,fc3,l (TC),12,16s cs1~,-17,-3,-3,,FC 3
Lucky Chloe,fcdb4,l (TC),10,13s cs1~,-15,-4,-4,,FC d/b+4
Lucky Chloe,fcd4,l (TC),10,13s cs1~,-15,-4,-4,,FC d+4
Lucky Chloe,ss1,h,7,10(11~),1,8,8,,SS 1
Lucky Chloe,ss2,h,12,12,-4,7,7,,SS 2
Lucky Chloe,ss3,m,17,15,-7,4,4,,SS 3
Lucky Chloe,btd1,Sm,10,10s cs1~,-2,9,9,,BT d+1
Lucky Chloe,btd2,Sm,10,10s cs1~,-2,9,9,,BT d+2
Lucky Chloe,btd3,l,12,10s cs1~,-11,3,3,,BT d+3
Master Raven,ragedb3+4,m (TJ),55,20~21 pc8~19 js9~17,-22,KND,KND,Rage Art,In Rage d/b+3+4
Master Raven,ragef3+4,m (TJ) (throw),"20,10",15~18 js7~,5~8,KND,KND,Rage Drive,In Rage f+3+4
Master Raven,ragef3+42,"m (TJ) (throw), h","20,10,10",15-18 js7,13,KND,KND,"Rage Drive, Tail Spin","In Rage f+3+4,2"
Master Raven,ragef3+4d2,"m (TJ) (throw), !","20,10,24",15-18 js7,13,KND,KND,Rage Drive,"In Rage f+3+4,d+2"
Master Raven,1,h,7,10,1,8,8,,1
Master Raven,12,"h, h","7,12",10,-1,6,6,,"1,2"
Master Raven,123+4,"h, h (Special)","7,12",10,-10,-3,-3,,"1,2,3+4"
Master Raven,2,h,10,10,-1,8,8,,2
Master Raven,23,"h, l (TC)","10,10",s cs6~,-12,-1,-1,,"2,3"
Master Raven,24,"h, h","10,17",6~,-9~-7,10~12kg,KND,Tail Spin,"2,4"
Master Raven,3,m,12,14~15,-8~-7,3~4,3~4,,3
Master Raven,33,"m, h","12,12",14~15,-8~-7,3~4,3~4,,"3,3"
Master Raven,334,"m, h, h","12,12,20",14~15a,-11,KND,KND,,"3,3,4"
Master Raven,334b,"m, h (Special)","12,12",14~15ab,-16~-15,-5~-4,-5~-4,,"3,3,4,b"
Master Raven,4,h,17,12,-8,3,Launch,,4
Master Raven,41,"h, h","17,12",12b,-2~-1,5~6,5~6,,"4,1"
Master Raven,3~4,"m, m (BT)","13,15","25~26, 31~36b (25~)",-9~-4,KND,KND,,3~4
Master Raven,3~4f,"m, m (PHR)","13,15","25~26, 31~36a (25~)",-39~-34,KND,KND,,"3~4,f"
Master Raven,4~3,"m, m","8,10","16,28~30 (17~) js14~",-16~-14,Launch,Launch,,4~3
Master Raven,4~3secondhitmiss,m,8,16(17~),-23,-12,-12,,4~3 second hit miss
Master Raven,4~31,"m, m, l (TC)","8,10,12",s cs1~,-13~-12,4~5,4~5,,"4~3,1"
Master Raven,4~33,"m, m, h","8,10,23",1~,-4~0,KND,KND,Tail Spin,"4~3,3"
Master Raven,4~34,"m, m, m","8,10,17",1~,-14~-13,KND,KND,,"4~3,4"
Master Raven,1+2,m (Attack returned),23,14,-9,CS,KND,,1+2
Master Raven,f2,m,12,15~16,-10~-9,1~2,1~2,,f+2
Master Raven,f23,"m, m","12,19",15~16,-10~-9,2~3s,KND,,"f+2,3"
Master Raven,f3,m,18,17,-10,1,1,Homing,f+3
Master Raven,f3b,m (BT),18,17b,-6,5,5,Homing,"f+3,b"
Master Raven,f32,"m, m","18,21",17,-14,KND,KND,,"f+3,2"
Master Raven,f4,h,25,15~16,-9~-8,ATD,ATD,,f+4
Master Raven,f1+2,m,24,22~24 pc8~21,-14~-12,KND,KND,"Homing, Power Crush",f+1+2
Master Raven,df1,m,15,14~15,-1~0,7~8,7~8,,d/f+1
Master Raven,df2,m,16,16~18b,-11~-9,Launch 3(SH),Launch,,d/f+2
Master Raven,df23,"m, h","16,25",16~18,-3~-2,KND,KND,Tail Spin,"d/f+2,3"
Master Raven,df24,"m, m","16,20",16~18,-15~-14,KND,KND,,"d/f+2,4"
Master Raven,df3,h (TC),21,16~17 cs8~,-9~-8,7~8(SH),Launch,,d/f+3
Master Raven,df4,m,13,15~16,-15~-14,-1~0 (Launch),-1~0 (Launch),,d/f+4
Master Raven,df44,"m, m","13,15",15~16,-15~-12,KND,KND,,"d/f+4,4"
Master Raven,df443,"m, m, m (TJ)","13,15,22",js1~,-6~-3,KND,KND,,"d/f+4,4,3"
Master Raven,df44u,"m, m (Special) (TJ)","13,15",js1~,-34~-31,-23~-20s -10~-7s,KND,,"d/f+4,4,u"
Master Raven,df1+2,m,30,40,-12,KND,KND,,d/f+1+2
Master Raven,df1+2b,(BT),b,"df+1+2,b",,,,,"d/f+1+2,b"
Master Raven,d3,l,12,14~15,-12~-11,0~1,0~1,,d+3
Master Raven,d4,l (TC),18,21s cs6~,-13,-2,-2,,d+4
Master Raven,db2,m,13,13~14b,-4~-3,5~6,5~6,,d/b+2
Master Raven,db21,"m, h","13,12",13~14,-1~0,7~8,7~8,,"d/b+2,1"
Master Raven,db3,l (TJ),19,29~30s js8~27 cs28~,-12~-11,5~6,KND,,d/b+3
Master Raven,db4,l (TC),21,24~25s cs6~,-14~-13,4~5s,KND,,d/b+4
Master Raven,b1,h,25,16~17,5~6s,5~6s,KND,,b+1
Master Raven,b2,h,12,15~17,-14~-12,-3~-1,-3~-1,,b+2
Master Raven,b22,"h, m","12,12",15~17b,-3,8g,8,,"b+2,2"
Master Raven,b223,"h, m, m","12,12,20",15~17,-19~-18,KND,Launch,,"b+2,2,3"
Master Raven,b221+2,"h, m, l (TC)","12,12,15",cs18~,-30~-29,KND,KND,,"b+2,2,1+2"
Master Raven,b24,"h, h","12,15",18~,-7~-6,4~5,4~5,,"b+2,4"
Master Raven,b242,"h, h, h (TJ)","12,15,20",js1~,-9~-8,KND,KND,Tail Spin,"b+2,4,2"
Master Raven,b24u,"h, h (Special) (TJ)","12,15",js1~,-23~-22,-12~-11,-12~-11,,"b+2,4,u"
Master Raven,b3,m,23,27~29,1~3s,5~7s,5~7s,,b+3
Master Raven,b4,m,11,14~15,-11~-10,0~1,0~1,,b+4
Master Raven,b44,"m, h","11,13",14~15b,-9~-8,6~7k,6~7k,Tail Spin,"b+4,4"
Master Raven,b4b4,"m, m","11,24",14~15b,1~6s,2~7s,KND,,"b+4,b+4"
Master Raven,b4b43,"m, l (TC)","11,11",cs13~,-11,0,0,,"b+4,b+4,3"
Master Raven,b4b434,"m, l (TC), l (TC)","11,11,9",cs1~,-11~-10,0~1,KND,,"b+4,b+4,3,4"
Master Raven,b4b4342,"m, l (TC), l (TC), m","11,11,9,21",1~,-13,CS,KND,,"b+4,b+4,3,4,2"
Master Raven,b4b43f4,"m, l (TC), l (TC)","11,11,12",cs1~,-11~-10,0~1,KND,,"b+4,b+4,3,f+4"
Master Raven,b4b43f42,"m, l (TC), l (TC), m","11,11,12,21",1~,-13,CS,KND,,"b+4,b+4,3,f+4,2"
Master Raven,b4b43f4~3,"m, l (TC), m (TJ)","11,11,22",js2~,-6~-3,KND,KND,,"b+4,b+4,3,f+4~3"
Master Raven,b4b43f4u,"m, l (TC) (Special) (TJ)","11,11",js2?~,-63~-62,-52~-51,KND,,"b+4,b+4,3,f+4,u"
Master Raven,b4b433+4,"m, l (TC), m","11,11,15",2?~,-25~-21,KND,KND,,"b+4,b+4,3,3+4"
Master Raven,b1+2,m,28,31~32,-10~-9,1~2,1~2,,b+1+2
Master Raven,b1+22,"m, m","28,12",31~32b,1~2s,4~5s,KND,,"b+1+2,2"
Master Raven,b1+23,"m, l","28,17",31~32(b),-28~-25,KND,KND,,"b+1+2,3"
Master Raven,ub1,m,11,16,-6,5,5,,u/b+1
Master Raven,ub12,"m, m","11,13",16,-13~-12,-2~-1s,-2~-1s,,"u/b+1,2"
Master Raven,ub3,h (TJ),25,26~28b js8~,-2~0,5~7,5~7,Homing,u/b+3
Master Raven,ub33,"h (TJ), m","25,20",26~28 8~,-15~-14,KND,KND,,"u/b+3,3"
Master Raven,ub34,"h (TJ), h (TJ)","25,37",js27~,8~9y,KND,KND,,"u/b+3,4"
Master Raven,ub3d3,"h (TJ), l (TC)","25,18",cs14~,-15~-14,KND,KND,,"u/b+3,d+3"
Master Raven,ub3d33,"h (TJ), l (TC), m (TJ)","25,18,22",js1~,-6~-3,KND,KND,,"u/b+3,d+3,3"
Master Raven,ub3d3u,"h (TJ), l (TC) (Special) (TJ)","33,24",js1~,-40~-39,KND,KND,,"u/b+3,d+3,u"
Master Raven,u3,h (TJ),25,26~28b js8~,-2~0,5~7,5~7,Homing,u+3
Master Raven,u33,"h (TJ), m","25,20",26~28 8~,-15~-14,KND,KND,,"u+3,3"
Master Raven,u34,"h (TJ), h (TJ)","25,37",js27~,8~9y,KND,KND,,"u+3,4"
Master Raven,u3d3,"h (TJ), l (TC)","25,18",cs14~,-15~-14,KND,KND,,"u+3,d+3"
Master Raven,u3d33,"h (TJ), l (TC), m (TJ)","25,18,22",js1~,-6~-3,KND,KND,,"u+3,d+3,3"
Master Raven,u3d3u,"h (TJ), l (TC) (Special) (TJ)","33,24",js1~,-40~-39,KND,KND,,"u+3,d+3,u"
Master Raven,uf3,m (TJ),20,29~30 js9~,-4~-3,0~1s,KND,,u/f+3
Master Raven,ub4,m (TJ),13,19~23 js8~,-5~-1,KND,KND,,u/b+4
Master Raven,u4,m (TJ),13,19~23 js8~,-5~-1,KND,KND,,u+4
Master Raven,uf4,m (TJ),16,19~23 js8~,-5~-1,KND,KND,,u/f+4
Master Raven,ub44,"m (TJ), m","13or16,20",19~23 8~,-15~-12,KND,KND,,"u/b+4,4"
Master Raven,u44,"m (TJ), m","13or16,20",19~23 8~,-15~-12,KND,KND,,"u+4,4"
Master Raven,uf44,"m (TJ), m","13or16,20",19~23 8~,-15~-12,KND,KND,,"u/f+4,4"
Master Raven,uf3+4,m (TJ),20,23~25 js8~,-17~-15,KND,KND,,u/f+3+4
Master Raven,uf3+44,"m (TJ), l (TC)","20,9",cs1~,-14~-13,-3~-2,KND,,"u/f+3+4,4"
Master Raven,uf3+442,"m (TJ), l (TC), m","20,9,21",1~,-13,CS,KND,,"u/f+3+4,4,2"
Master Raven,uf3+4f4,"m (TJ), l (TC)","20,12",cs1~,-14~-13,-3~-2,KND,,"u/f+3+4,f+4"
Master Raven,uf3+4f42,"m (TJ), l (TC), m","20,12,21",1~,-13,CS,KND,,"u/f+3+4,f+4,2"
Master Raven,uf3+4f4~3,"m (TJ), m (TJ)","20,22",js1~,-6~-3,KND,KND,,"u/f+3+4,f+4~3"
Master Raven,uf3+4f4u,m (TJ) (Special) (TJ),20,js1~,-58~-57,-47~-46,KND,,"u/f+3+4,f+4,u"
Master Raven,uf3+43+4,"m (TJ), m","20,15",1~(s),-26~-22,KND,KND,,"u/f+3+4,3+4"
Master Raven,ff2,m,26,16~17 (17~),-13~-12,KND,KND,,"f,f+2"
Master Raven,ff3,m (TJ),20,15~18 (16~) js7~,-14~-11,Launch,Launch,,"f,f+3"
Master Raven,ff4,m,21,15~17 (16~),-10~-8,KND,KND,,"f,f+4"
Master Raven,bb2,"m, h (Attack returned)","15,21","17~18, 30~31 (18~)",-10~-9,KND,KND,,"b,b+2"
Master Raven,ubb,(Special) (TJ),a,"ub,b",,,,,"u/b,b"
Master Raven,ubbn3+4,"(Special) (TJ), m! (TJ) x 3","20,20,20","35~40a, 46~49, 51~54 (75~) js11~",KND,KND,KND,,"u/b,b,n+3+4"
Master Raven,ws1,m,14,14~15,-14~-13,Launch,Launch,,WS 1
Master Raven,ws2,m,17,13~14,-8~-7,8~9 (SH),Launch,,WS 2
Master Raven,ws3,m,21,16,-8,KND,KND,,WS 3
Master Raven,ws4,m,18,11~12,-7~-6,4~5,4~5,,WS 4
Master Raven,ws3+4,m,23,16~19,-14~-11,KND,KND,Homing,WS 3+4
Master Raven,fcdf3+4,l (TC),17,18~20 cs1~17,-23,KND (YKU),YKU,,FC d/f+3+4
Master Raven,fcdf3+44,"l (TC), h","17,30",18~20 1~17,KND,"fc df34,4",,,"FC d/f+3+4,4"
Master Raven,fcdfddf,(Special) (TC),s,"fc df,d,df",,,,,"FC d/f,d,d/f"
Master Raven,1+2+3+4,(Special),1+2+3+4,,,,,,1+2+3+4
Master Raven,kichargebf1+2,"(Special), m!",60,59~61 (104~) cs12~42,KND,"ki-charge b,f12",,,"ki-charge b,f+1+2"
Master Raven,parrybfud3+4,m! (TJ),35,45~47 js3~44,KND,KND,KND,,"parry b,f,u,d+3+4"
Master Raven,parrybfud3+4first,m (TJ) (throw),25(31),17~21 js1~,0~4?,Throw(KND),Throw(KND),,"parry b,f,u,d+3+4 first"
Master Raven,parrybfud3+4second,m (TJ),25,22~27 js1~,5~10?,KND,KND,,"parry b,f,u,d+3+4 second"
Master Raven,3+4,(HAZ),(20~),3+4,,,,,3+4
Master Raven,haz1,m,20,18~19 (38~),-14~-13,Launch,Launch,,HAZ 1
Master Raven,haz2,m! (TJ),23,45~47 (65~) js1~44 cs45,KND,KND,KND,,HAZ 2
Master Raven,haz3,l,17,20~22b (40~) cs8~,-9~-7,2~4,KND,,HAZ 3
Master Raven,haz4first,m (TJ) (throw),25(31),17~21b (37~) js1~,-9~-5,Throw(KND),Throw(KND),,HAZ 4 first
Master Raven,haz4second,m (TJ),25,22~27b (42~) js1~,-4~1,KND,KND,,HAZ 4 second
Master Raven,haz1+2,m,20,14~15 (34~),-13~-12,KND,KND,Wall Bounce,HAZ 1+2
Master Raven,hazf,(Special) (Special),s,haz f,,,,,HAZ f
Master Raven,hazu,(Special) (Special) (TJ),js1~,haz u,,,,,HAZ u
Master Raven,b3+4,(BT),b(14~),b+3+4,,,,,b+3+4
Master Raven,bt1,h,10,8~9,-1~0,5~6,5~6,,BT 1
Master Raven,bt14,"h, h","10,30",8~9,-9~-8,KND,KND,,"BT 1,4"
Master Raven,bt2,h,13,10b,1,8g,8,,BT 2
Master Raven,bt21,"h, h","13,5",10,-1,5,5,,"BT 2,1"
Master Raven,bt21b,"h, h","13,5",10b,-5,1,1,,"BT 2,1,b"
Master Raven,bt22,"h, m","13,15",10,-9~-8,2~3,2~3,,"BT 2,2"
Master Raven,bt3,h,10,10,-11,0,0,,BT 3
Master Raven,bt34,"h, m","10,17",10,0~2,1~3,11~13s,,"BT 3,4"
Master Raven,bt343,"h, m, m","10,10,22",js1~,-6~-3,KND,KND,,"BT 3,4,3"
Master Raven,bt344,"h, m, m (TJ)","10,10,21",b js12~,-9~-7,KND,KND,,"BT 3,4,4"
Master Raven,bt344f,"h, m, m (TJ) (PHR)","10,10,21",12~a,-36~-34,KND,KND,,"BT 3,4,4,f"
Master Raven,bt34u,"h, m (Special) (TJ)","10,10",js1~,-28~-27,-27~-26,-17~-16s,,"BT 3,4,u"
Master Raven,bt4,h,25,10,-8,KND,KND,,BT 4
Master Raven,bt1+2,m pc5~13,25,15~16,-13~-12,CS,CS,Power Crush,BT 1+2
Master Raven,bt3+4,"m, m","5,20","15,34~35 js13~",-20~-19,Launch,Launch,,BT 3+4
Master Raven,bt3+4secondhitonly,m,20,34~35 js13~,-20~-19,Launch,Launch,,BT 3+4 second hit only
Master Raven,btf1,m (throw),18,16(b),-13,5b,5b,,BT f+1
Master Raven,btf2,m,13,17~18,-5~-4,6~7,6~7,,BT f+2
Master Raven,btf23,"m, m","13,15",17~18,-7~-6,KND,KND,,"BT f+2,3"
Master Raven,btf24,"m, h","13,15",17~18,-7~-6,4~5,4~5,,"BT f+2,4"
Master Raven,btf242,"m, h, h (TJ)","13,15,20",js1~,-9~-8,KND,KND,Tail Spin,"BT f+2,4,2"
Master Raven,btf24u,"m, h (Special) (TJ)","13,15",js1~,-23~-22,-12~-11,-12~-11,,"BT f+2,4,u"
Master Raven,btf3,m,17,13,-8,3,KND,,BT f+3
Master Raven,btf3b,m (BT),17,13b,-11,0,KND,,"BT f+3,b"
Master Raven,btf4,l,9,16b,-9,2,2,,BT f+4
Master Raven,btf43,"l, h","9,21",16,-12~-11,4~5 (SH),4~5 (SH),Tail Spin,"BT f+4,3"
Master Raven,btf1+2,Attack returned,30,1~7,Attack returned(KND),bt f12,,,BT f+1+2
Master Raven,btf1+2b,Attack returned,30,1~7b,Attack returned(KND),"bt f12,b",,,"BT f+1+2,b"
Master Raven,btf3+4,m (TJ),24,25~27b js5~,-9~-7,KND,KND,,BT f+3+4
Master Raven,btf3+4f,m (TJ) (PHR),24,25~27ba,-36~-34,KND,KND,,"BT f+3+4,f"
Master Raven,btd3close,l (TC),21,25 cs4~,-26,YKU,YKU,,BT d+3 close
Master Raven,btd3,l (TC),14,25~27 cs4~,-26,0~2,0~2,,BT d+3
Master Raven,btb2,m,17,16b,-2~-1,6~7,6~7,,BT b+2
Master Raven,btb23,"m, m, m","17,5,20",js13~,-20~-19,Launch,Launch,,"BT b+2,3"
Master Raven,btb23thirdhitonly,"m, m",20,js13~,-20~-19,Launch,Launch,,"BT b+2,3 third hit only"
Master Raven,btb24,"m, h","17,13",13~,-9,0,Launch,,"BT b+2,4"
Master Raven,btb3,h,27,18~19b,5~6,KND,KND,"Homing, Tail Spin",BT b+3
Master Raven,btff3,m (TC),25,21~22 (22~) cs4~,-9~-8,KND,KND,,"BT f,f+3"
Master Raven,btff3+4,l (TJ),17,23~30 (24~) js13~21 cs18~,-18~-11,KND,KND,,"BT f,f+3+4"
Master Raven,btfff,(PHR),a(b),"bt f,f,f",,,,,"BT f,f,f"
Master Raven,qcf,(Special),(),qcf,,,,,qcf
Master Raven,qcf1,m,19,19~20 (21~),-9~-8,4~5,CS,,qcf+1
Master Raven,qcf13+4,m (Special),19,19~20 (21~),-2~-1,11~12,CS(16),,"qcf+1,3+4"
Master Raven,qcf2,l (TC),10,27~28 (29~) cs10~,-17~-16,KND,KND,,qcf+2
Master Raven,qcf2b,(BT),b,"qcf+2,b",,,,,"qcf+2,b"
Master Raven,qcf2~1,m,30,40(40),-12,KND,KND,Wall Bounce,qcf+2~1
Master Raven,qcf3,h,14,16~17 (18~),-7~-6,4~5 (SH),4~5 (SH),,qcf+3
Master Raven,qcf34,"h, (m) (throw)","14,20,6",16~17 (18~),-7,Throw(KND),Throw(KND),,"qcf+3,4"
Master Raven,qcf4,m,15,19~20b (21~),-14~-13,Launch,Launch,,qcf+4
Master Raven,qcf1+2,"m, m (Returns move)","12,21","24,35s (26~) cs19~",-9,KND,KND,,qcf+1+2
Master Raven,qcf1+2firsthitonly,m,12,24s(26~) cs19~,-25,CS,CS,,qcf+1+2 first hit only
Master Raven,qcf3+4,m,23,16~19 (18~),-14~-11,KND,KND,Homing,qcf+3+4
Master Raven,f1,h,7,10,1,8,8,,f+1
Master Raven,db1,Sm (TC),5,10s cs4~,-5,6,6,,d/b+1
Master Raven,d2,Sm (TC),8,11s cs4~,-4,7,7,,d+2
Master Raven,d1,Sm (TC),5,10s cs4~,-5,6,6,,d+1
Master Raven,u1,m (TJ),12,18 js9~,-8,3,3,,u+1
Master Raven,uf1,m (TJ),12,18 js9~,-8,3,3,,u/f+1
Master Raven,ub2,h,17,15~16,-12~-11,9~10g,9~10g,,u/b+2
Master Raven,u2,h,17,15~16,-12~-11,9~10g,9~10g,,u+2
Master Raven,uf2,h,17,15~16,-12~-11,9~10g,9~10g,,u/f+2
Master Raven,ufn4,m,25,"23(29,35) js9~33",-11(-13),Launch,Launch,,"u/f,n+4"
Master Raven,fc1,Sm (TC),5,10s cs1~,-5,6,6,,FC 1
Master Raven,fc2,Sm (TC),8,11s cs1~,-4,7,7,,FC 2
Master Raven,fc3,l (TC),12,16s cs1~,-15,-4,-4,,FC 3
Master Raven,fc4,l (TC),10,12s cs1~,-15,-4,-4,,FC 4
Master Raven,ss1,h,7,10(11~),1,8,8,,SS 1
Master Raven,ss2,h,10,10(11~),-1,8,8,,SS 2
Master Raven,ss3,m,12,14~15 (15~),-8~-7,3~4,3~4,,SS 3
Master Raven,ss4,h,17,12(13~),-8,3,Launch,,SS 4
Master Raven,btd1,Sm,10,10s cs1~,-2,9,9,,BT d+1
Master Raven,btd2,Sm,10,10s cs1~,-2,9,9,,BT d+2
Master Raven,btd4,l,12,10s cs1~,-11,3,3,,BT d+4
Miguel,rageb1+2,m,55,20 pc8~19,-22,KND,KND,Rage Art,In Rage b+1+2
Miguel,ragesavb1+2,m,55,20 pc8~19,-22,KND,KND,Rage Art,In Rage sav b+1+2
Miguel,ragedb1+2,"m, m","10,10","17~18, 37~38",3~4,KND,KND,"Rage Drive, Tail Spin",In Rage d/b+1+2
Miguel,ragedb1+2secondhitmiss,m,10,17~18,-?,KND,KND,,In Rage d/b+1+2 second hit miss
Miguel,1,h,7,10,1,8,8,,1
Miguel,12,"h, h","7,12",10,-1,5,5,,"1,2"
Miguel,124,"h, h, h","7,12,20",10,3,ATD,ATD,,"1,2,4"
Miguel,124f,"h, h, h (SAV)","7,12,20",10,3,ATD,ATD,,"1,2,4,f"
Miguel,121+2,"h, h, m","7,12,30",10,4~5s,KND,KND,,"1,2,1+2"
Miguel,13,"h, l","7,12",s cs12~,-12,1,1,,"1,3"
Miguel,2,h,12,11,-8,3,8,,2
Miguel,21,"h, h","12,15",11,-4~-3,7~8,7~8,,"2,1"
Miguel,21f,"h, h (SAV)","12,15",11,-4~-3,7~8,7~8,,"2,1,f"
Miguel,3,h,16,13,-7,2,2,,3
Miguel,34,"h, m","16,20",13,-12~!-11,KND,CS,Tail Spin,"3,4"
Miguel,4,h,17,12,-9,5,Launch,,4
Miguel,1+2,m,20,19~20,-7~-6,4~5s,4~5s,,1+2
Miguel,1+2d,m,20,19~20s,-7~-6,4~5s,4~5s,,"1+2,d"
